id,full_address,house_number,street_name,locality1,locality2,locality3,city_town,county,daft_sticker,ad_info,date_of_sale, sold_price_eur , asking_price_eur , price_diff ,bed_no,bath_no,house_type,size
103,10 the gully bandon cork,10, the gully,,,,bandon,cork,,ADVANTAGE,05/10/2023,"350,000.00","340,000.00","10,000.00",5,3,Detached,180
1217,8 meadow avenue milltown road tuam galway,8, meadow avenue,milltown road,,,tuam,galway,VIEWING ADVISED,ADVANTAGE,03/11/2023,"350,000.00","340,000.00","10,000.00",4,3,Detached,150
310,32 glen dara ard cashel watergrasshill cork,32, glen dara,ard cashel,,,watergrasshill,cork,VIEWING ADVISED,ADVANTAGE,08/11/2023,"350,000.00","348,000.00","2,000.00",3,3,Semi-D,108
259,48 cairn woods ballyviniter mallow cork,48, cairn woods,ballyviniter,,,mallow,cork,VIEWING ADVISED,ADVANTAGE,27/10/2023,"350,000.00","360,000.00","-10,000.00",3,3,Detached,131
1956,16 the oaks diamond valley upper dargle road bray wicklow,16, the oaks,diamond valley,upper dargle road,,bray,wicklow,,,07/12/2023,"350,000.00","365,000.00","-15,000.00",2,2,Apartment,86
1263,9 the way prusselstown green athy kildare,9, the way,prusselstown green,,,athy,kildare,VIEWING ADVISED,ADVANTAGE,07/05/2024,"350,000.00","375,000.00","-25,000.00",6,3,Detached,210
179,38 halldene drive bishopstown cork cork,38, halldene drive,,,bishopstown,cork,cork,,,21/12/2023,"350,000.00","375,000.00","-25,000.00",5,2,Semi-D,127
456,32 derry park crumlin dublin 12 dublin,32, derry park,crumlin,,,dublin 12,dublin,,,06/11/2023,"349,000.00","295,000.00","54,000.00",3,1,Terrace,
262,11 ard na gaoithe dromahane mallow cork,11, ard na gaoithe,dromahane,,,mallow,cork,,ADVANTAGE,22/11/2023,"348,000.00","330,000.00","18,000.00",4,3,Detached,168
1351,132 the oaks newbridge kildare,132, the oaks,,,,newbridge,kildare,,,07/03/2024,"347,500.00","320,000.00","27,500.00",3,3,Semi-D,130
127,4 an feadan cul ard carrigtwohill cork,4, an feadan,cul ard,,,carrigtwohill,cork,,,01/02/2024,"347,000.00","275,000.00","72,000.00",3,3,Semi-D,
1090,18 holywell crescent north swords dublin,18, holywell crescent north,,,,swords,dublin,,,10/11/2023,"347,000.00","300,000.00","47,000.00",3,3,Duplex,104
1184,8 cherry park newcastle galway,8, cherry park,,,,newcastle,galway,,,08/02/2024,"347,000.00","345,000.00","2,000.00",3,1,Semi-D,94
1276,44 priory lodge saint raphaels manor celbridge kildare,44, priory lodge,saint raphaels manor,,,celbridge,kildare,,,21/11/2023,"346,000.00","305,000.00","41,000.00",2,1,Terrace,77
827,54 swanward court parnell road harolds cross dublin 6 dublin,54, swanward court,parnell road,harolds cross,,dublin 6,dublin,,,03/10/2023,"346,000.00","325,000.00","21,000.00",2,1,Apartment,60
986,2 colthurst crescent lucan dublin,2, colthurst crescent,,,,lucan,dublin,,,15/03/2024,"346,000.00","335,000.00","11,000.00",2,2,Bungalow,65
1787,103 elm park tramore waterford,103, elm park,,,,tramore,waterford,,,07/12/2023,"345,000.00","345,000.00",0,4,2,Semi-D,146
671,20 cruagh court stepaside dublin 18 dublin,20, cruagh court,stepaside,,,dublin 18,dublin,,,23/02/2024,"345,000.00","345,000.00",0,2,2,Apartment,67
1544,2 chestnut grove wheaton hall drogheda louth,2, chestnut grove,wheaton hall,,,drogheda,louth,,,24/10/2023,"345,000.00","345,000.00",0,3,2,Bungalow,
706,1 glenfield close clondalkin dublin 22 dublin,1, glenfield close,clondalkin,,,dublin 22,dublin,,,20/10/2023,"345,000.00","290,000.00","55,000.00",3,2,Semi-D,92
528,21 ashmount blakestown road dublin 15 dublin,21, ashmount,blakestown road,,,dublin 15,dublin,,,12/01/2024,"345,000.00","290,000.00","55,000.00",3,2,Semi-D,85
662,19 greencastle drive coolock dublin 17 dublin,19, greencastle drive,coolock,,,dublin 17,dublin,,,03/11/2023,"345,000.00","295,000.00","50,000.00",3,1,Terrace,85
705,43 cherrywood drive clondalkin dublin 22 dublin,43, cherrywood drive,clondalkin,,,dublin 22,dublin,,,05/12/2023,"345,000.00","300,000.00","45,000.00",3,1,Semi-D,75
237,14 woodview killeagh cork,14, woodview,,,,killeagh,cork,,,24/10/2023,"345,000.00","310,000.00","35,000.00",4,2,Detached,139
1607,8 saint ledgers court shrule mayo,8, saint ledgers court,,,,shrule,mayo,,,19/01/2024,"345,000.00","325,000.00","20,000.00",4,3,Detached,162
1527,9 beaulieu village drogheda louth,9, beaulieu village,,,,drogheda,louth,,,04/01/2024,"345,000.00","325,000.00","20,000.00",3,3,End of Terrace,98
469,21 slievemore road drimnagh dublin 12 dublin,21, slievemore road,drimnagh,,,dublin 12,dublin,,,26/09/2023,"345,000.00","325,000.00","20,000.00",3,1,Terrace,63
1643,18 mornington manor avenue mornington meath,18, mornington manor avenue,,,,mornington,meath,,,12/01/2024,"345,000.00","335,000.00","10,000.00",4,3,Semi-D,128
1990,21 woodside rathnew wicklow,21, woodside,,,,rathnew,wicklow,,,12/12/2023,"345,000.00","350,000.00","-5,000.00",3,2,Detached,109
1625,117 the commons duleek meath,117, the commons,,,,duleek,meath,,,01/03/2024,"345,000.00","365,000.00","-20,000.00",4,3,Detached,112
1279,31 hillview heights clane kildare,31, hillview heights,,,,clane,kildare,,,09/11/2023,"343,000.00","320,000.00","23,000.00",3,2,Semi-D,
1687,11 arbutus court tullamore offaly,11, arbutus court,,,,tullamore,offaly,,,01/11/2023,"343,000.00","335,000.00","8,000.00",4,3,Detached,125
673,44 the crescent carrickmines manor carrickmines dublin 18 dublin,44, the crescent,carrickmines manor,carrickmines,,dublin 18,dublin,,,30/11/2023,"343,000.00","340,000.00","3,000.00",2,2,Apartment,63
109,70 seanabothair blarney cork,70, seanabothair,,,,blarney,cork,,,22/05/2024,"342,500.00","325,000.00","17,500.00",3,3,Semi-D,94
398,52 malton house custom house square dublin 1 dublin,52, malton house,custom house square,,,dublin 1,dublin,,,14/12/2023,"342,000.00","329,000.00","13,000.00",1,1,Apartment,40
1088,99 glasmore park swords dublin,99, glasmore park,,,,swords,dublin,,,03/05/2024,"342,000.00","340,000.00","2,000.00",3,1,Terrace,78
1336,273 morell way naas kildare,273, morell way,,,,naas,kildare,,,14/12/2023,"341,000.00","310,000.00","31,000.00",3,2,Semi-D,
1234,60 ballyoughtragh heights milltown kerry,60, ballyoughtragh heights,,,,milltown,kerry,,,24/07/2024,"340,529.00","420,000.00","-79,471.00",5,4,Detached,
1885,5 ard alainn ballytracey gorey wexford,5, ard alainn,ballytracey,,,gorey,wexford,,,10/11/2023,"340,000.00","340,000.00",0,3,3,Detached,159
826,1 kenilworth manor harolds cross road harolds cross dublin 6 dublin,1, kenilworth manor,harolds cross road,harolds cross,,dublin 6,dublin,,,28/09/2023,"340,000.00","275,000.00","65,000.00",1,,Apartment,45
201,32 belgard downs rochestown road douglas cork,32, belgard downs,rochestown road,,,douglas,cork,VIEWING ADVISED,ADVANTAGE,14/12/2023,"340,000.00","290,000.00","50,000.00",3,1,Semi-D,
1596,18 westbury mayfield claremorris mayo,18, westbury,mayfield,,,claremorris,mayo,,,14/02/2024,"340,000.00","325,000.00","15,000.00",3,2,Bungalow,140
1349,261 roseberry hill newbridge kildare,261, roseberry hill,,,,newbridge,kildare,,,20/10/2023,"340,000.00","330,000.00","10,000.00",3,4,Semi-D,112
1014,24 scholars walk lusk dublin,24, scholars walk,,,,lusk,dublin,,,26/10/2023,"340,000.00","335,000.00","5,000.00",3,3,Terrace,95
1554,17 saint marys road dundalk louth,17, saint marys road,,,,dundalk,louth,,,14/12/2023,"340,000.00","345,000.00","-5,000.00",3,2,Terrace,152
294,96 clonlea mount oval village rochestown cork,96, clonlea,mount oval village,,,rochestown,cork,,,22/12/2023,"340,000.00","349,000.00","-9,000.00",3,3,End of Terrace,96
163,2 lee cottages lee road cork cork,2, lee cottages,lee road,,,cork,cork,,,19/09/2023,"340,000.00","349,000.00","-9,000.00",2,2,Townhouse,56
798,38 kilbarron avenue coolock dublin 5 dublin,38, kilbarron avenue,coolock,,,dublin 5,dublin,,,15/12/2023,"340,000.00","350,000.00","-10,000.00",3,1,Terrace,88
1836,103 retreat park athlone westmeath,103, retreat park,,,,athlone,westmeath,,,16/08/2024,"340,000.00","350,000.00","-10,000.00",5,2,Semi-D,
225,6 palmgrove riverstown glanmire cork,6, palmgrove,riverstown,,,glanmire,cork,SCHOOL NEARBY,ADVANTAGE,01/05/2024,"340,000.00","365,000.00","-25,000.00",4,2,Semi-D,104
1760,4 slievenamon meadows thurles tipperary,4, slievenamon meadows,,,,thurles,tipperary,VIEWING ADVISED,ADVANTAGE,24/11/2023,"339,500.00","325,000.00","14,500.00",3,1,Detached,99
611,76 meadow copse hartstown dublin 15 dublin,76, meadow copse,hartstown,,,dublin 15,dublin,,,19/03/2024,"338,000.00","295,000.00","43,000.00",3,1,Bungalow,74
1546,12 cairnes court roschoill dublin road drogheda louth,12, cairnes court,roschoill,dublin road,,drogheda,louth,,,30/11/2023,"338,000.00","315,000.00","23,000.00",3,4,Terrace,120
220,3 ardcarraig glyntown glanmire cork,3, ardcarraig,glyntown,,,glanmire,cork,,ADVANTAGE,12/09/2023,"337,000.00","295,000.00","42,000.00",3,3,Semi-D,92
434,2 wellmount crescent finglas dublin 11 dublin,2, wellmount crescent,finglas,,,dublin 11,dublin,,,16/10/2023,"337,000.00","295,000.00","42,000.00",3,1,End of Terrace,87
18,13 southern gardens kilkenny road carlow carlow,13, southern gardens,kilkenny road,,,carlow,carlow,,,11/06/2024,"337,000.00","320,000.00","17,000.00",5,3,Detached,145
1092,35 holywell lane swords dublin,35, holywell lane,,,,swords,dublin,,,02/11/2023,"336,000.00","300,000.00","36,000.00",3,3,Duplex,87
1288,11 fairgreen court kilcock kildare,11, fairgreen court,,,,kilcock,kildare,,,17/11/2023,"336,000.00","315,000.00","21,000.00",3,2,Terrace,
1009,28 chapel farm drive lusk dublin,28, chapel farm drive,,,,lusk,dublin,,,04/12/2023,"336,000.00","355,000.00","-19,000.00",3,3,Terrace,
1585,12 sion hill castlebar mayo,12, sion hill,,,,castlebar,mayo,,,25/04/2024,"335,000.00","335,000.00",0,4,3,Detached,132
969,10 boyne house custom house square ifsc dublin,10, boyne house,custom house square,,,ifsc,dublin,,,29/11/2023,"335,000.00","275,000.00","60,000.00",1,1,Apartment,42
1445,42 ceol na habhann caherconlish limerick,42, ceol na habhann,,,,caherconlish,limerick,,,22/01/2024,"335,000.00","280,000.00","55,000.00",3,3,Semi-D,
580,48 ashling heights blanchardstown dublin 15 dublin,48, ashling heights,blanchardstown,,,dublin 15,dublin,,,06/02/2024,"335,000.00","285,000.00","50,000.00",3,1,Semi-D,75
581,5 castlecurragh park blanchardstown dublin 15 dublin,5, castlecurragh park,blanchardstown,,,dublin 15,dublin,,,01/12/2023,"335,000.00","290,000.00","45,000.00",3,3,Terrace,91
1087,34 cherry park swords dublin,34, cherry park,,,,swords,dublin,,,20/10/2023,"335,000.00","295,000.00","40,000.00",3,2,Bungalow,
378,29 carrigmore gardens citywest dublin,29, carrigmore gardens,,,,citywest,dublin,,,18/10/2023,"335,000.00","300,000.00","35,000.00",3,3,Duplex,116
1220,18 fenit atlantic homes fenit kerry,18, fenit atlantic homes,,,,fenit,kerry,,,05/06/2024,"335,000.00","300,000.00","35,000.00",3,2,Detached,
1927,49 fernhill arklow wicklow,49, fernhill,,,,arklow,wicklow,,ADVANTAGE,23/10/2023,"335,000.00","333,000.00","2,000.00",4,2,Terrace,110
125,3 bramble lane castlelake carrigtwohill cork,3, bramble lane,castlelake,,,carrigtwohill,cork,,ADVANTAGE,27/07/2023,"335,000.00","350,000.00","-15,000.00",4,3,Semi-D,133
215,23 marwood avenue glanmire cork,23, marwood avenue,,,,glanmire,cork,,,11/12/2023,"332,000.00","320,000.00","12,000.00",3,2,Semi-D,88
453,166 crumlin road crumlin dublin 12 dublin,166, crumlin road,crumlin,,,dublin 12,dublin,,,20/12/2023,"332,000.00","320,000.00","12,000.00",2,1,Terrace,81
1159,70 ashthorn avenue headford galway,70, ashthorn avenue,,,,headford,galway,,,03/11/2023,"332,000.00","330,000.00","2,000.00",4,4,Semi-D,
266,3 millbrook court midleton cork,3, millbrook court,,,,midleton,cork,,,27/10/2023,"331,000.00","275,000.00","56,000.00",3,2,Semi-D,95
713,9 westbourne close clondalkin dublin 22 dublin,9, westbourne close,clondalkin,,,dublin 22,dublin,,,05/12/2023,"331,000.00","280,000.00","51,000.00",3,1,Semi-D,94
1110,13 nethercross court seatown west swords dublin,13, nethercross court,seatown west,,,swords,dublin,,,25/06/2024,"330,000.00","330,000.00",0,3,2,Apartment,
1989,29 mountainview drive newtownmountkennedy wicklow,29, mountainview drive,,,,newtownmountkennedy,wicklow,,,15/01/2024,"330,000.00","285,000.00","45,000.00",3,1,Semi-D,82
171,35 presentation place greenmount cork cork,35, presentation place,greenmount,,,cork,cork,,,03/11/2023,"330,000.00","285,000.00","45,000.00",2,2,End of Terrace,75
1163,126 dun na coiribe headford road headford road galway,126, dun na coiribe,headford road,,,headford road,galway,VIEWING ADVISED,ADVANTAGE,14/07/2023,"330,000.00","285,000.00","45,000.00",2,2,Apartment,67
1619,6a saint johns wood court ashbourne meath,6a, saint johns wood court,,,,ashbourne,meath,,,27/11/2023,"330,000.00","285,000.00","45,000.00",3,3,Duplex,
882,22 kinahan street infirmary road stoneybatter dublin 7 dublin,22, kinahan street,infirmary road,stoneybatter,,dublin 7,dublin,,,29/09/2023,"330,000.00","295,000.00","35,000.00",2,1,Terrace,38
1856,95 hillside drive mullingar westmeath,95, hillside drive,,,,mullingar,westmeath,,,30/05/2024,"330,000.00","299,000.00","31,000.00",3,2,Semi-D,124
1133,12 saint finbarrs terrace bohermore bohermore galway,12, saint finbarrs terrace,bohermore,,,bohermore,galway,VIEWING ADVISED,ADVANTAGE,14/12/2023,"330,000.00","325,000.00","5,000.00",7,4,Semi-D,149
1654,33 the paddocks proudstown road navan meath,33, the paddocks,proudstown road,,,navan,meath,,,21/02/2024,"330,000.00","325,000.00","5,000.00",3,3,Detached,111
989,20 esker drive lucan dublin,20, esker drive,,,,lucan,dublin,,,08/11/2023,"330,000.00","325,000.00","5,000.00",2,1,End of Terrace,69
1954,3 mountain view the headlands putland road bray wicklow,3, mountain view,the headlands,putland road,,bray,wicklow,,,07/02/2024,"330,000.00","335,000.00","-5,000.00",2,1,Apartment,55
1175,59 ashleigh grove knocknacarra knocknacarra galway,59, ashleigh grove,knocknacarra,,,knocknacarra,galway,,,22/11/2023,"330,000.00","335,000.00","-5,000.00",3,3,Semi-D,
1819,5 hazelwood park foxwood waterford city waterford,5, hazelwood park,foxwood,,,waterford city,waterford,,,18/12/2023,"330,000.00","339,000.00","-9,000.00",3,3,Semi-D,123
806,69 kilbarron park kilmore dublin 5 dublin,69, kilbarron park,kilmore,,,dublin 5,dublin,SPACIOUS GARDEN,ADVANTAGE,11/12/2023,"330,000.00","340,000.00","-10,000.00",3,1,Terrace,70
1086,56 cherry garth swords dublin,56, cherry garth,,,,swords,dublin,,,12/12/2023,"330,000.00","340,000.00","-10,000.00",3,1,Bungalow,55
1868,11 glor na gaoithe cleariestown wexford,11, glor na gaoithe,,,,cleariestown,wexford,,,13/05/2024,"330,000.00","345,000.00","-15,000.00",4,4,Detached,131
1205,26 lios ealtan salthill road lower salthill galway,26, lios ealtan,salthill road lower,,,salthill,galway,,,01/12/2023,"330,000.00","345,000.00","-15,000.00",2,1,Apartment,57
17,158 sandhills hacketstown road carlow carlow,158, sandhills,hacketstown road,,,carlow,carlow,,,26/01/2024,"330,000.00","350,000.00","-20,000.00",4,3,Detached,145
295,50 delford drive rochestown road rochestown cork,50, delford drive,rochestown road,,,rochestown,cork,SCHOOL NEARBY,ADVANTAGE,06/12/2023,"330,000.00","360,000.00","-30,000.00",3,1,Semi-D,103
1215,12 cricket court dunmore road tuam galway,12, cricket court,dunmore road,,,tuam,galway,,,13/10/2023,"329,000.00","310,000.00","19,000.00",4,2,Semi-D,178
1095,5 jugback close swords dublin,5, jugback close,,,,swords,dublin,,,15/02/2024,"329,000.00","330,000.00","-1,000.00",3,,Terrace,
1457,71 dromroe avenue woodhaven castletroy limerick,71, dromroe avenue,woodhaven,,,castletroy,limerick,,,08/12/2023,"328,000.00","275,000.00","53,000.00",3,3,Terrace,90
1058,88 carrig court saggart dublin,88, carrig court,,,,saggart,dublin,,,15/03/2024,"328,000.00","280,000.00","48,000.00",2,3,Terrace,75
261,6 kingsfort gardens castlepark village mallow cork,6, kingsfort gardens,castlepark village,,,mallow,cork,,,16/10/2023,"328,000.00","297,500.00","30,500.00",4,3,End of Terrace,169
992,8 fforster crescent lucan dublin,8, fforster crescent,,,,lucan,dublin,,,24/06/2024,"328,000.00","330,000.00","-2,000.00",3,2,Apartment,100
199,2 the borough moneygurney douglas cork,2, the borough,moneygurney,,,douglas,cork,,,27/09/2023,"327,500.00","330,000.00","-2,500.00",3,2,End of Terrace,86
1642,50 oakleigh longwood meath,50, oakleigh,,,,longwood,meath,,,24/11/2023,"327,000.00","275,000.00","52,000.00",3,3,Semi-D,113
1769,1 emmet street dungarvan waterford,1, emmet street,,,,dungarvan,waterford,,,30/11/2023,"327,000.00","295,000.00","32,000.00",5,2,End of Terrace,185
617,9 parklands court ballycullen dublin 16 dublin,9, parklands court,ballycullen,,,dublin 16,dublin,,,10/11/2023,"326,000.00","315,000.00","11,000.00",2,1,Apartment,
224,19 marwood way riverstown glanmire cork,19, marwood way,riverstown,,,glanmire,cork,,ADVANTAGE,02/03/2024,"326,000.00","325,000.00","1,000.00",3,2,Semi-D,93
1664,8 mill view the old mill ratoath meath,8, mill view,the old mill,,,ratoath,meath,,,27/10/2023,"325,991.19","235,000.00","90,991.19",2,1,Apartment,65
896,72 bertram court christchurch dublin 8 dublin,72, bertram court,christchurch,,,dublin 8,dublin,,,03/10/2023,"325,000.00","325,000.00",0,2,1,Apartment,61
560,26 orchard hall diswellstown avenue castleknock dublin 15 dublin,26, orchard hall,diswellstown avenue,castleknock,,dublin 15,dublin,,,15/11/2023,"325,000.00","325,000.00",0,1,1,Apartment,53
1798,37 the paddocks williamstown road waterford waterford,37, the paddocks,williamstown road,,,waterford,waterford,,,20/02/2024,"325,000.00","325,000.00",0,4,3,Semi-D,
402,18 ballyfermot avenue ballyfermot dublin 10 dublin,18, ballyfermot avenue,ballyfermot,,,dublin 10,dublin,,,18/04/2024,"325,000.00","260,000.00","65,000.00",2,1,Terrace,82
1523,16 bellingham green main street castlebellingham louth,16, bellingham green,main street,,,castlebellingham,louth,,,15/11/2023,"325,000.00","275,000.00","50,000.00",4,3,Semi-D,155
601,38 fortlawn park clonsilla dublin 15 dublin,38, fortlawn park,clonsilla,,,dublin 15,dublin,,,01/12/2023,"325,000.00","285,000.00","40,000.00",3,1,Terrace,86
426,26 casement green finglas dublin 11 dublin,26, casement green,finglas,,,dublin 11,dublin,ENERGY EFFICIENT,ADVANTAGE,27/10/2023,"325,000.00","285,000.00","40,000.00",3,1,Terrace,74
1313,3 saint catherines view glendale leixlip kildare,3, saint catherines view,glendale,,,leixlip,kildare,,,25/01/2024,"325,000.00","295,000.00","30,000.00",2,1,Terrace,94
983,177 arthur griffith park lucan dublin,177, arthur griffith park,,,,lucan,dublin,,,04/12/2023,"325,000.00","295,000.00","30,000.00",3,1,Terrace,87
1447,32 chestnut grove caherdavin lawn caherdavin limerick,32, chestnut grove,caherdavin lawn,,,caherdavin,limerick,,,12/01/2024,"325,000.00","295,000.00","30,000.00",3,2,Semi-D,
1930,73 woodlands green arklow wicklow,73, woodlands green,,,,arklow,wicklow,,,24/11/2023,"325,000.00","299,000.00","26,000.00",4,3,End of Terrace,116
740,27 marlfield place kiltipper tallaght dublin 24 dublin,27, marlfield place,kiltipper,tallaght,,dublin 24,dublin,,,29/11/2023,"325,000.00","299,000.00","26,000.00",3,3,End of Terrace,90
612,2 meadow way hartstown dublin 15 dublin,2, meadow way,hartstown,,,dublin 15,dublin,,,08/01/2024,"325,000.00","299,950.00","25,050.00",3,2,Bungalow,
1185,310 corrib park newcastle galway,310, corrib park,,,,newcastle,galway,,,10/10/2023,"325,000.00","315,000.00","10,000.00",3,1,Terrace,83
87,56 the cloisters ballincollig cork,56, the cloisters,,,,ballincollig,cork,,,18/12/2023,"325,000.00","320,000.00","5,000.00",3,2,Semi-D,86
1905,29 westwinds kilrane rosslare harbour wexford,29, westwinds,kilrane,,,rosslare harbour,wexford,,,15/01/2024,"325,000.00","350,000.00","-25,000.00",3,2,Detached,
403,95 ballyfermot drive ballyfermot dublin 10 dublin,95, ballyfermot drive,ballyfermot,,,dublin 10,dublin,,,14/12/2023,"323,500.00","270,000.00","53,500.00",2,1,Terrace,71
197,35 greenlodge maryborough woods douglas cork,35, greenlodge,maryborough woods,,,douglas,cork,,,25/10/2023,"323,000.00","295,000.00","28,000.00",2,3,Terrace,82
1085,5 castleview grove swords dublin,5, castleview grove,,,,swords,dublin,,,28/11/2023,"323,000.00","300,000.00","23,000.00",2,1,Terrace,75
579,28 rathborne place ashtown dublin 15 dublin,28, rathborne place,ashtown,,,dublin 15,dublin,,,29/11/2023,"323,000.00","305,000.00","18,000.00",2,2,Apartment,75
1731,115 rathedmond estate sligo sligo,115, rathedmond estate,,,,sligo,sligo,,,08/03/2024,"322,000.00","265,000.00","57,000.00",5,2,Semi-D,140
293,28 silverbirch monastery road rochestown cork,28, silverbirch,monastery road,,,rochestown,cork,,,24/10/2023,"320,000.00","320,000.00",0,3,2,Terrace,
549,8 archerswood clonee dublin 15 dublin,8, archerswood,clonee,,,dublin 15,dublin,,,14/12/2023,"320,000.00","270,000.00","50,000.00",2,1,Terrace,97
728,3 sundale villas tallaght dublin 24 dublin,3, sundale villas,tallaght,,,dublin 24,dublin,,,28/09/2023,"320,000.00","285,000.00","35,000.00",3,2,Semi-D,100
1651,3 pine grove athlumney wood navan meath,3, pine grove,athlumney wood,,,navan,meath,,,25/01/2024,"320,000.00","289,000.00","31,000.00",3,2,Semi-D,92
1140,53 dunard craughwell galway,53, dunard,,,,craughwell,galway,,,20/11/2023,"320,000.00","290,000.00","30,000.00",4,2,Semi-D,105
158,26 the avenue ard patrick cork cork,26, the avenue,ard patrick,,,cork,cork,,,02/10/2023,"320,000.00","295,000.00","25,000.00",3,3,End of Terrace,113
108,103 the meadows belgooly cork,103, the meadows,,,,belgooly,cork,,,15/03/2024,"320,000.00","295,000.00","25,000.00",3,1,Semi-D,90
631,17 hunters hall hunterswood ballycullen dublin 16 dublin,17, hunters hall,hunterswood,ballycullen,,dublin 16,dublin,,,19/10/2023,"320,000.00","295,000.00","25,000.00",2,2,Apartment,
468,149 rafters road drimnagh dublin 12 dublin,149, rafters road,drimnagh,,,dublin 12,dublin,,,18/12/2023,"320,000.00","299,950.00","20,050.00",2,1,Terrace,
1650,44 cedar vale athlumney wood navan meath,44, cedar vale,athlumney wood,,,navan,meath,,,17/11/2023,"320,000.00","305,000.00","15,000.00",3,3,Semi-D,96
399,24 sherrard avenue north circular road dublin 1 dublin,24, sherrard avenue,north circular road,,,dublin 1,dublin,,,09/02/2024,"320,000.00","310,000.00","10,000.00",2,1,End of Terrace,50
1772,9 ballyrandle drive ballinroad dungarvan waterford,9, ballyrandle drive,ballinroad,,,dungarvan,waterford,,,08/12/2023,"320,000.00","325,000.00","-5,000.00",3,3,Semi-D,110
1733,77 the hawthorns carraroe sligo sligo,77, the hawthorns,carraroe,,,sligo,sligo,,,17/11/2023,"318,000.00","260,000.00","58,000.00",4,3,Semi-D,125
711,23 newlands manor drive clondalkin dublin 22 dublin,23, newlands manor drive,clondalkin,,,dublin 22,dublin,,,26/10/2023,"318,000.00","290,000.00","28,000.00",3,3,Duplex,106
304,30 ashmount court silversprings tivoli cork,30, ashmount court,silversprings,,,tivoli,cork,,,09/10/2023,"318,000.00","295,000.00","23,000.00",3,3,Terrace,103
1839,22 woodville lawn athlone westmeath,22, woodville lawn,,,,athlone,westmeath,,,06/10/2023,"318,000.00","324,950.00","-6,950.00",5,3,Detached,
1709,30 castle manor roscommon town roscommon,30, castle manor,,,,roscommon town,roscommon,,,15/12/2023,"317,000.00","300,000.00","17,000.00",5,3,Detached,156
1586,113 carrabeag newport road castlebar mayo,113, carrabeag,newport road,,,castlebar,mayo,ENERGY EFFICIENT,ADVANTAGE,21/03/2024,"315,419.00","358,000.00","-42,581.00",4,3,Semi-D,144
25,88 park gate tullow carlow,88, park gate,,,,tullow,carlow,,,15/01/2024,"315,000.00","315,000.00",0,4,4,Detached,218
752,14 church square church road east wall dublin 3 dublin,14, church square,church road,east wall,,dublin 3,dublin,VIEWING ADVISED,ADVANTAGE,21/12/2023,"315,000.00","315,000.00",0,2,1,End of Terrace,58
1571,7 burton hall tullyallen louth,7, burton hall,,,,tullyallen,louth,,,27/10/2023,"315,000.00","270,000.00","45,000.00",3,3,Semi-D,92
7,62 highfield dublin road carlow carlow,62, highfield,dublin road,,,carlow,carlow,,,20/12/2023,"315,000.00","275,000.00","40,000.00",5,2,Detached,155
410,113 spiddal road ballyfermot dublin 10 dublin,113, spiddal road,ballyfermot,,,dublin 10,dublin,,,19/10/2023,"315,000.00","275,000.00","40,000.00",2,1,Terrace,65
577,61 rathborne avenue ashtown dublin 15 dublin,61, rathborne avenue,ashtown,,,dublin 15,dublin,,,22/03/2024,"315,000.00","280,000.00","35,000.00",2,2,Duplex,
111,33 droimneach bweeng cork,33, droimneach,,,,bweeng,cork,,,14/12/2023,"315,000.00","285,000.00","30,000.00",3,3,Semi-D,150
1627,2 main street dunboyne meath,2, main street,,,,dunboyne,meath,,,23/10/2023,"315,000.00","295,000.00","20,000.00",3,1,Terrace,71
1972,253 charlesland court greystones wicklow,253, charlesland court,,,,greystones,wicklow,,,23/11/2023,"315,000.00","295,000.00","20,000.00",2,1,Apartment,68
890,44 kirwan street cottages stoneybatter dublin 7 dublin,44, kirwan street cottages,stoneybatter,,,dublin 7,dublin,,,04/12/2023,"315,000.00","295,000.00","20,000.00",2,1,Terrace,38
555,7 gazelle avenue tyrrelstown dublin 15 dublin,7, gazelle avenue,tyrrelstown,,,dublin 15,dublin,,,13/03/2024,"314,000.00","275,000.00","39,000.00",4,3,Terrace,125
406,20 gurteen park ballyfermot dublin 10 dublin,20, gurteen park,ballyfermot,,,dublin 10,dublin,,,05/12/2023,"314,000.00","280,000.00","34,000.00",3,2,Terrace,76
630,1 hunters hall hunterswood ballycullen dublin 16 dublin,1, hunters hall,hunterswood,ballycullen,,dublin 16,dublin,,,22/02/2024,"314,000.00","285,000.00","29,000.00",2,2,Apartment,76
483,41 walkinstown parade walkinstown dublin 12 dublin,41, walkinstown parade,walkinstown,,,dublin 12,dublin,,,06/12/2023,"314,000.00","295,000.00","19,000.00",2,2,Terrace,74
377,53 carrigmore crescent citywest dublin,53, carrigmore crescent,,,,citywest,dublin,,,06/03/2024,"313,000.00","295,000.00","18,000.00",3,2,Apartment,98
1639,2 westfield kells meath,2, westfield,,,,kells,meath,,,05/10/2023,"312,000.00","280,000.00","32,000.00",4,3,Semi-D,130
409,171 rossmore road ballyfermot dublin 10 dublin,171, rossmore road,ballyfermot,,,dublin 10,dublin,,,16/11/2023,"312,000.00","285,000.00","27,000.00",3,2,End of Terrace,83
251,11 newberry grove mallow cork,11, newberry grove,,,,mallow,cork,SOUTH FACING,ADVANTAGE,24/01/2024,"312,000.00","299,000.00","13,000.00",4,3,Detached,118
1112,8 heyward mews roganstown golf and country club roganstown swords dublin,8, heyward mews,roganstown golf and country club,roganstown,,swords,dublin,,,06/03/2024,"312,000.00","299,000.00","13,000.00",3,2,Terrace,104
